宇宙を構成する成分の３割ほどを占める、質量をもたない暗黒物質を何というでしょう？,ダークマター,
三葉虫やアンモナイトの化石のように、地層が堆積した年代を知る手がかりとなる化石を何というでしょう？,示準化石,
地球上でオーロラが発生する要因となっている、太陽から吹き出すプラズマの流れのことを何というでしょう？,太陽風,
師匠のティコ・ブラーエが残したデータをもとに、惑星運動に関する３つの法則を発見した天文学者は誰でしょう？,ヨハネス・ケプラー,
東西が逆の方位磁石に、水準器と傾斜計が備わった、地層や断層の傾きを測定する道具を何というでしょう？,クリノメーター,
およそ11年の周期で増減を繰り返している、太陽の表面に見られる斑点を何というでしょう？,黒点,
火山噴火の際にマグマの塊が冷えてできる小さなガラス質の粒のことを、ハワイ神話の女神の名前から「何の涙」というでしょう？,ペレーの涙,
地球内部の地殻とマントルの境界面のことを、発見者であるクロアチアの地震学者の名前から何というでしょう？,モホロビチッチ不連続面,
地球内部の地殻を２つに分けたときの境界のことをなんというでしょう？,コンラッド不連続面,
地球内部のマントルと外核の境界面のことをなんというでしょう？,グーテンベルク不連続面,
地球内部の外核と内核の境界面のことをなんというでしょう？,レーマン不連続面,
惑星や衛星が破壊されずに主星に近づくことができる限界の距離のことを、フランスの天文学者の名から何というでしょう？,ロッシュ限界,
宇宙探査機が惑星の遠心力を利用して、加速・方向転換をする技術を何というでしょう？,スイングバイ,
過去の地質現象も現在と同じ原理で解釈できるとする、地質学における学説は何でしょう？,斉一説（せいいつせつ）,
かに星雲の中心にあるものが有名な、一定の周期で電波やX線を発する天体を何というでしょう？,パルサー,
地震の規模を表すマグニチュードの値が２大きくなると、そのエネルギーは何倍になるでしょう？,1000倍,
冬の日本に西高東低（せいこうとうてい）の気圧配置をもたらす、ユーラシア大陸北東部で発達する冷たく乾燥した気団は何でしょう？,シベリア気団,
天王星や海王星といった惑星が青白く見えるのは、大気中に含まれる何という物質が原因でしょう？,メタン,
長野県の和田峠などが産地として知られる、先史時代に石器として利用された、光沢のあるガラス質の岩石は何でしょう？,黒曜石,
黄色く縁取りされた表紙がトレードマークとなっている、1888年の創刊以来、地球の素顔に迫ってきた月刊誌は何でしょう？,『ナショナル・ジオグラフィック』,赤く縁取り→『Newton』
地球内部の流体が対流することによる相互作用で、地球に磁場が生まれているとする学説を何というでしょう？,ダイナモ理論,
震央からの距離と地震波が届くまでの時間の関係を示したグラフのことを、「何曲線」というでしょう？,走時曲線,
地球表層部で起きる地震や造山運動といった現象をプレートの水平運動で説明する理論を何というでしょう？,プレートテクトニクス,
よく火山灰層などが選ばれる、離れた地層を比較する際に分析の手がかりとなる層を何というでしょう？,鍵層,
風が弱く晴れた夜に起こりやすい、地表面から熱が放出され、周囲の気温が下がる現象のことを何というでしょう？,放射冷却,
死の直前に刊行した著書『天球の回転について』の中で地動説を主張した、ポーランドの天文学者は誰でしょう？,コペルニクス,
ペルセウス座のアルゴルやくじら座のミラに代表される、見かけ上の明るさが変化する星のことを何というでしょう？,変光星,
誕生して間もない地球に火星ほどの大きさの天体が衝突し、飛び散った物質により月が形成されたとする学説を何というでしょう？,ジャイアント・インパクト説,
体内に潜んだ水ぼうそうと同じウイルスによって引き起こされ、赤い斑点や小さな水ぶくれがあらわれる皮膚の病気は何でしょう？,帯状疱疹（たいじょうほうしん）,
アルファベットのSを横倒しにしたような記号で表される、一方を拡大または縮小すると合同になるような２つの図形の関係を何というでしょう？,相似,
基礎物理学、生命科学、数学の３部門がある、IT界の巨人たちが共同で創設した学術賞は何でしょう？,ブレークスルー賞,
「思想・芸術部門」「基礎科学部門」「先端技術部門」からなる、毎年稲盛財団が授与する賞は何でしょう？,京都賞,
秋雨前線や梅雨（ばいう）前線のように、ほとんど動かない前線のことを何というでしょう？,停滞前線,
システムや設備のトラブルに備え、同じ機能をもつ予備を同時に稼働させておくことを「何化」というでしょう？,冗長化,
証明法の対角線論法を生み出した、19世紀に集合論を創始したドイツの数学者は誰でしょう？,ゲオルク・カントール,
眼圧の上昇によって視神経が圧迫されて起こる、わが国で失明原因の第１位を占める病気は何でしょう？,緑内障,
海藻などのはたらきによって海洋生態系に吸収された二酸化炭素のことを、ある色を用いて何というでしょう？,ブルーカーボン,
タブレット端末でタッチペンを使うとき、画面に手や指などが触れても認識しないようにする機能を何というでしょう？,パームリジェクション,
コンピュータプログラムにミスや欠陥がないかを調べ、それらを修正する作業のことを何というでしょう？,デバッグ,
「113分の355」や「7分の22」といった分数が近似値として用いられることもある、「円の直径に対する円周の長さの比」のことを何というでしょう？,円周率,
大航海時代には船乗りたちの命を奪った、ビタミンCの不足によって起こる病気は何でしょう？,壊血（かいけつ）病,
スピーカーやマイクなどの機器が、特定の方向のみに対して高い感度を示す性質を何というでしょう？,指向性,
スピーカーから出た音をマイクが再び拾うことで、金属音に似た不快な音が発生する現象を何というでしょう？,ハウリング,
あらゆる自然科学の基礎的なデータが網羅されている、国立天文台が編纂するガイドブックは何でしょう？,理科年表,
数学で、数列や関数が一定の値に限りなく近づいていくことを、「発散」に対して何というでしょう？,収束,
三角形の各辺の長さから面積を求める公式を、証明した古代ギリシャの学者の名前から「何の公式」というでしょう？,ヘロンの公式,
情報量の単位で、１バイトは何ビットと定義されているでしょう？,８ビット,
腎不全などに陥った患者に対し、人工的なフィルターを用いて血液中の老廃物を浄化する治療を何というでしょう？,人工透析,
複数の薬を組み合わせて投与する治療法のことを、お酒にたとえて「何療法」というでしょう？,カクテル療法,
精神障害の一種・双極性障害で、気分が落ち込んだ状態を「うつ状態」といいますが、気分が異常に高揚した状態を何というでしょう？,躁（そう）状態,
災害時の避難生活でよく発症する、同じ姿勢を長時間とることで血管が詰まってしまう病気を何というでしょう？,エコノミークラス症候群,
ガレノスの学説を否定し、17世紀に血液循環の理論を解明したイギリスの医師は誰でしょう？,ウィリアム・ハーヴェー,
超音波や放射線などを使って、物を壊すことなくその欠陥を調べ出す検査技術を何というでしょう？,非破壊検査,
新しい記憶を一時的に保存する役割をもつ、タツノオトシゴのような形をした人間の脳の部位を何というでしょう？,海馬,
皮下出血のように、生きている体にのみ起こる反応を法医学の用語で何というでしょう？,生活反応,
検索結果の上位に自身のWebサイトが表示されるよう最適化することを、アルファベット３文字で何というでしょう？,SEO,
「雑草という草はない」という言葉を残した、生涯に1500種以上の新品種を発見し「日本植物学の父」と称される植物学者は誰でしょう？,牧野富太郎,
pHやマグニチュードの算出に用いられる、10を底とする対数を何というでしょう？,常用対数,
乱数を用いた試行を繰り返し行うことで確率論的な事象の推定を行う、ヨーロッパの都市名が冠された数値計算の手法は何でしょう？,モンテカルロ法,
コンピューターをネットワークに接続せず、それ自体がもつ機能だけで単独に使うことを、「孤独な」という意味の英語から何というでしょう？,スタンドアローン,
時間的に変化する電気信号を測定し、波形を画面に表示させる装置を何というでしょう？,オシロスコープ,
すべての命題は真または偽のいずれかであるとする、論理学における根本原理を何というでしょう？,排中律（はいちゅうりつ）,
電気回路に過剰な電流が流れたとき、熱で溶けて回路を遮断する部品を何というでしょう？,ヒューズ,
近代計算機の原型を作った功績で知られる、自然対数の底に名を残す数学者は誰でしょう？,ジョン・ネイピア,
細胞を材料に臓器を作製する再生医療分野への応用も進む、3次元データをもとに素材を積み上げて立体物を作り上げる機械は何でしょう？,3Dプリンター,
現在のコンピュータの基本形を作ったことや、ゲーム理論を創始したことで知られる、ハンガリー出身の数学者は誰でしょう？,ジョン・フォン・ノイマン,
確率論において、ある事象に対してそれが起こらない事象のことを何というでしょう？,余事象,
確率論において、どちらか一方が起こればもう一方は起こらないという事象同士の関係のことを何というでしょう？,排反,
近代科学の成立にも多大な影響を与えた、中世ヨーロッパで盛んに研究された卑金属を貴金属に変える技術を何というでしょう？,錬金術,
羊飼いの少年サンチャゴがピラミッドの宝を目指し旅に出る、パウロ・コエーリョの小説は何でしょう？,『アルケミスト夢を旅した少年』,
「ほんとうに人間はいいものかしら」というお母さん狐のつぶやきで終わる、新美南吉（にいみ・なんきち）の童話は何でしょう？,『てぶくろを買いに』,
生涯にわたってカエルを題材とした詩を書き続けた、『春殖（しゅんしょく）』や『冬眠』などの実験的作品で知られる日本の詩人は誰でしょう？,草野心平（くさの・しんぺい）,
無実の罪を着せられたカチューシャを救うべく奔走（ほんそう）する、トルストイの小説『復活』の主人公は誰でしょう？,ネフリュードフ,
豪傑たちが梁山泊に集結し、腐敗した役人の打倒を目指す、中国・明代の長編小説は何でしょう？,『水滸伝（すいこでん）』,
80分しか記憶がもたない天才数学者と、10歳の息子を持つ家政婦の交流を描いた、小川洋子の小説は何でしょう？,『博士の愛した数式』,
「ふるさとは遠きにありて思ふもの」という冒頭の一節が有名な、詩集『抒情小曲集（じょじょうしょうきょくしゅう）』に収められた室生犀星（むろう・さいせい）の詩は何でしょう？,『小景異情(しょうけいいじょう)』,
女性不信になったペルシャの王様に、大臣の娘・シェヘラザードが物語を語るという形式の、アラビア語の説話集は何でしょう？,『千夜一夜物語』,
童謡では「絵にもかけない美しさ」と歌われている、昔話「うらしまたろう」に登場する海の中のお城は何でしょう？,竜宮城,
琉球に漂着した弓の名手・源為朝（みなもとの・ためとも）を主人公とする、滝沢馬琴（たきざわ・ばきん）の読本は何でしょう？,『椿説弓張月(ちんせつゆみはりづき)』,
ケチな老人・スクルージが、クリスマスの日に不思議な体験をして心を改めるという内容の、チャールズ・ディケンズの小説は何でしょう？,『クリスマス・キャロル』,
九州帝国大学で起きた米軍捕虜の生体解剖実験を題材とする、遠藤周作の小説は何でしょう？,『海と毒薬』,
日本神話の海幸彦（うみさちひこ）・山幸彦（やまさちひこ）のエピソードで、山幸彦が落としてしまい海幸彦から取り戻すよう命令された道具は何でしょう？,釣り針,
うっかりやさんの青いコアラの女の子を主人公とする、フランス生まれの絵本シリーズは何でしょう？,『ペネロペ』,
ゲーテの詩劇『ファウスト』で、ファウストが天地の真理と引き換えに魂を売り渡す悪魔は誰でしょう？,メフィストフェレス,
療養先の温泉で見かけた蜂・ねずみ・いもりの死を通して、人間の生死の意味を描いた、志賀直哉の小説は何でしょう？,『城の崎にて』,
ヤマトタケルの伝説から「筑波の道」とも呼ばれる、和歌の上（かみ）の句と下（しも）の句を交互に読み合う詩歌の形式は何でしょう？,連歌（れんが）,
ツルゲーネフの小説『初恋』で、主人公のウラジーミルが恋心を抱くヒロインの名前は何でしょう？,ジナイーダ,
紅茶に浸したマドレーヌを口にした主人公の少年が幼少期の記憶を蘇らせるシーンが有名な、マルセル・プルーストの小説は何でしょう？,『失われた時を求めて』,
放浪の生活のなか、『イリュミナシオン』や『地獄の季節』などの詩を書いた、フランスの詩人は誰でしょう？,アルチュール・ランボー,
楊貴妃への愛に溺れる玄宗（げんそう）の悲恋を120行でつづった、唐の詩人・白居易（はくきょい）による詩は何でしょう？,『長恨歌（ちょうごんか）』,
「そらにみつ」「しきしまの」「あきつしま」といえば、何という言葉を引き出す和歌の枕詞でしょう？,大和（やまと）,
ハンブルク空港に到着した主人公がビートルズの曲を耳にし、昔のことを思い出すシーンから物語が始まる、村上春樹の小説は何でしょう？,『ノルウェイの森』,
女地主のラネーフスカヤとその一家の没落を描いた、チェーホフの戯曲は何でしょう？,『桜の園』,
捕鯨船の乗組員としての経験をもとに、『白鯨（はくげい）』などの小説を書いたアメリカの作家は誰でしょう？,ハーマン・メルヴィル,
芥川龍之介の小説『蜘蛛の糸』で、お釈迦様によって救いの手を差し伸べられる地獄の罪人は誰でしょう？,犍陀多（カンダタ）,
坪内逍遥（つぼうち・しょうよう）が全作品の翻訳を成し遂げた、『ハムレット』や『リア王』を書いた劇作家は誰でしょう？,ウィリアム・シェイクスピア,
親友エンキドゥの死をきっかけに永遠の命を求めて放浪する、古代メソポタミアの叙事詩に登場する英雄は誰でしょう？,ギルガメッシュ,
「銀河帝国」と「自由惑星同盟」の紛争を描いた、田中芳樹（たなか・よしき）の架空戦記は何でしょう？,『銀河英雄伝説』,
『伊勢物語』の「かきつばたの句」が有名な、句の始めに物や土地の名前などを１文字ずつ置いて詠む和歌の技法は何でしょう？,折句（おりく）,
『２人のロッテ』『飛ぶ教室』『エーミールと探偵たち』などの代表作がある、ドイツの作家は誰でしょう？,エーリッヒ・ケストナー,
「男もすなる日記(にき)といふものを、女もしてみむとてするなり。」という書き出しの、紀貫之(きの・つらゆき)の日記文学は何でしょう？,『土佐日記』,
晩年には「則天去私（そくてんきょし）」の境地を理想とした、『こゝろ』などの作品で知られる明治期の文豪は誰でしょう？,夏目漱石,
「科学をあなたのポケットに」を合言葉に、自然科学を分かりやすく解説する講談社の新書レーベルは何でしょう？,ブルーバックス,
前編の「斎藤道三」と後編の「織田信長」からなる、戦国時代を舞台とした司馬遼太郎の歴史小説は何でしょう？,『国盗り物語』,
主人公の少年が少女と出会ったことをきっかけに物語が展開されるという、典型的な筋書きの恋物語を何というでしょう？,ボーイ・ミーツ・ガール,
16世紀頃のスペインで始まった、下層階級出身の主人公が冒険や経験を自伝的に物語る形式の小説は何でしょう？,ピカレスク,
童話『みにくいアヒルの子』で、｢みにくいアヒルの子｣として虐められたのは、実際にはどんな動物のヒナだったでしょう？,白鳥,
ロシア・リアリズム文学を代表する、『外套（がいとう）』や『死せる魂』などの小説を著（あらわ）した作家は誰でしょう？,ニコライ・ゴーゴリ,
歪んだ正義感から殺人を犯す青年・ラスコーリニコフを主人公とする、ドストエフスキーの長編小説は何でしょう？,『罪と罰』,
アンキロサウルスの赤ちゃんとティラノサウルスの不思議な交流を描いた、宮西達也の絵本は何でしょう？,『おまえうまそうだな』,
横光利一（よこみつ・りいち）や川端康成など、現実を主観的に把握し再構成しようとした作家たちを「何派」というでしょう？,新感覚派,
田子の浦や白河の関のように、古来より多くの和歌に詠み込まれてきた名所を何というでしょう？,歌枕,
無人島に漂着した船乗りが、28年もの間自給自足生活を送る姿を描いた、ダニエル・デフォーの小説は何でしょう？,『ロビンソン・クルーソー』,
童話『かさじぞう』で、手持ちの笠が足りなかったおじいさんが、最後の地蔵に被せたものは何でしょう？,手ぬぐい,
代表作に『アブサロム・アブサロム！』『八月の光』『響きと怒り』があるアメリカの作家は誰でしょう？,ウィリアム・フォークナー,
「こんなよい月を一人で見て寝る」や「咳をしても一人」といった自由律俳句を残した俳人は誰でしょう？,尾崎放哉（おざき・ほうさい）,
インド国歌を作詞・作曲したことでも知られる、ベンガル語の詩集『ギーターンジャリ』で名高い詩人は誰でしょう？,ラビンドラナート・タゴール,
主人公の知能に合わせて変化する文体が特徴的な、ダニエル・キイスの小説は何でしょう？,『アルジャーノンに花束を』,
中島敦（なかじま・あつし）の小説『山月記』で、「臆病な自尊心」と「尊大な羞恥心」から虎になる主人公の名前は何でしょう？,李徴（りちょう）,
高校の伝統行事「歩行祭（ほこうさい）」に参加した生徒たちの心の成長を描いた、恩田陸（おんだ・りく）の小説は何でしょう？,『夜のピクニック』,
作者自身が体験した共同印刷争議を描いた、プロレタリア文学を代表する徳永直（とくなが・すなお）の小説は何でしょう？,『太陽のない街』,
『信じる』や『春に』といった合唱曲の歌詞のもととなる詩を書いた、日本の詩人は誰でしょう？,谷川俊太郎（たにかわ・しゅんたろう）,
主題が分かりづらくなるため通常は避けられる、俳句で１句のうちに季語が２つ以上入ることを何というでしょう？,季重なり,
